"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"LOC105387574",14917.1259467276,2.45671406084886,0.243182031165815,10.1023667294469,5.39247887576157e-24,4.52111773036645e-21,"Up"
"LOC105392519",1571.05191464169,1.14478658956476,0.230555829260486,4.96533353000309,6.85831004182857e-07,1.34274028882119e-05,"Up"
"LOC105387770",1182.50320486382,1.6451650175065,0.178619502649095,9.21044450973804,3.24777167953048e-20,1.44657780463587e-17,"Up"
"LOC105397953",4657.15260204386,1.48889682014037,0.173083573154282,8.60218444192395,7.82129666546379e-18,1.95573581355887e-15,"Up"
"LOC105389511",442.481926291227,1.83817341181891,0.238893556176074,7.69452906659442,1.42016259811031e-14,2.15335930966662e-12,"Up"
"LOC105385647",378.593076781406,-1.21665804138988,0.148178331041551,-8.21076896222239,2.19776412186484e-16,4.6753331386477e-14,"Down"
"LOC105381226",3209.74090971772,1.79766404568308,0.317825413250199,5.65613689383587,1.5481800182388e-08,5.2289596682364e-07,"Up"
"LOC125489452",17.8913095676423,-2.15999526882755,0.592823700289532,-3.64357104443128,0.00026888139068462,0.00208848308524681,"Down"
"LOC105396641",1178.39725335766,1.62827866647602,0.255146959945988,6.38172865873343,1.75100020873056e-10,1.01865330510354e-08,"Up"
"LOC105395364",987.188221780999,1.09582635968641,0.166871912766137,6.56687120990909,5.13834512051644e-11,3.4874682382248e-09,"Up"
"LOC105380941",3068.43961274081,1.86608195555786,0.26756858061536,6.97421928713082,3.07574014978511e-12,2.77459014904349e-10,"Up"
"LOC119694367",147.668640521413,-1.46477124870149,0.223670401136719,-6.54879340877179,5.80038050682612e-11,3.86321604503704e-09,"Down"
"LOC119694321",133.994442636105,-1.47551759141653,0.26199254641466,-5.63190675310741,1.78228044920953e-08,5.88028778763505e-07,"Down"
"LOC119693967",166.011381115505,-1.7122829747196,0.338057971901903,-5.06505722993708,4.08277675707283e-07,8.47042461696638e-06,"Down"
"LOC125489422",21.4095985396318,-3.11714465000355,0.733337429131139,-4.25062805494158,2.13171916284313e-05,0.000253406115329467,"Down"
"LOC105380021",785.518729425642,1.79534313891825,0.195519318736311,9.18243348290079,4.2145742432601e-20,1.71629504826246e-17,"Up"
"LOC125489525",16.8082335915973,-3.62166380587277,0.699019732680414,-5.18106090079229,2.20627437555369e-07,4.98352276937666e-06,"Down"
"LOC105384146",3633.27815205974,2.41085189545459,0.252698064440395,9.5404446440596,1.42221212557254e-21,7.2395676520662e-19,"Up"
"LOC105388197",33.8200958752802,-1.46905602029832,0.444821337903193,-3.3025754277508,0.00095801318839103,0.00585279124480812,"Down"
"LOC105387650",3792.78668245263,1.17960207711483,0.133268591855655,8.8513134316934,8.64952699406553e-19,2.73959351658702e-16,"Up"
"LOC105398638",594.330269207513,1.6881867638838,0.255464471325595,6.60830351525541,3.88749049286756e-11,2.72947793078036e-09,"Up"
"LOC105393713",25939.9476077027,1.75974372980497,0.284764266319302,6.17965081275964,6.42435377105669e-10,3.05221047662903e-08,"Up"
"LOC105398645",8868.45502802737,1.98243380840792,0.255474140699012,7.75982180812394,8.50487960362951e-15,1.31760922815795e-12,"Up"
"LOC105393719",282.542008881393,-1.14178111725417,0.196716583168372,-5.8041935197548,6.46765439959965e-09,2.47805048810467e-07,"Down"
"LOC105386564",2059.70074779685,1.06798970069587,0.209744940714356,5.09184963917829,3.54587259449869e-07,7.4873069762059e-06,"Up"
"LOC105388392",11.3487139730652,3.87523713327646,1.02835439749678,3.76838679613719,0.000164305968327065,0.00140369969087303,"Up"
"LOC105386122",1245.58394053656,1.98401482173272,0.198013021593311,10.0196179310247,1.24985163978847e-23,9.89674190105839e-21,"Up"
"LOC105391222",1305.47553607164,1.89532985163271,0.247715713283909,7.65122981706235,1.99066204123517e-14,2.86595010845705e-12,"Up"
"LOC105386745",296.904244334958,-1.74222195753245,0.167289499263857,-10.4144131293294,2.13107870749067e-25,3.03742648178645e-22,"Down"
"LOC105386751",1175.2184674947,3.95887569659669,0.250319921175658,15.8152642346776,2.4418306855755e-56,3.48034127615077e-52,"Up"
"LOC105390452",170.393145713428,-1.44790524299136,0.240837273609469,-6.0119649308903,1.83287978697301e-09,7.82156754602584e-08,"Down"
"LOC105381431",122.835348213358,1.90853919167044,0.345599864481328,5.52239565989054,3.34408389713762e-08,9.76705487416036e-07,"Up"
"LOC105386990",7271.1518145945,1.57950091110471,0.243482919309821,6.48711176776582,8.74974320454888e-11,5.51814557055023e-09,"Up"
"LOC105386992",3504.31515690253,1.50212526068957,0.266017236891893,5.6467215366951,1.63536391759473e-08,5.4459911022144e-07,"Up"
"LOC105388339",2073.82156327061,1.21735217900778,0.192664632806743,6.31850361570447,2.64108118120993e-10,1.45341042763649e-08,"Up"
"LOC105389954",13104.5993220878,1.21238953101579,0.200567608146414,6.04479228834772,1.49602609786375e-09,6.52075228527586e-08,"Up"
"LOC105388548",1053.97864249777,1.71024420096457,0.211757713127208,8.07641986545812,6.66959566061665e-16,1.31418330701161e-13,"Up"
"LOC105397175",986.059964122624,1.48884449229061,0.18785584601412,7.92546265597025,2.27298452926873e-15,4.0496060619584e-13,"Up"
"LOC105387746",984.900135897709,1.1714807623237,0.182786074649114,6.40902631435433,1.46451918240583e-10,8.62553384579765e-09,"Up"
"LOC105395867",247.738629419688,-1.49383248907748,0.207312987676943,-7.20568694618077,5.7751948875995e-13,5.9647719371707e-11,"Down"
"LOC105389705",3562.56335917848,1.35722276337734,0.251695872827061,5.39231234955482,6.95567223179874e-08,1.87408688695326e-06,"Up"
"LOC119691238",437.848986038632,1.58638045725698,0.298531619639426,5.31394449664343,1.07277306065182e-07,2.73039900597686e-06,"Up"
"LOC119693854",57544.3398637893,1.44730064228588,0.233086971574693,6.20927301302247,5.32302754970394e-10,2.64352305456203e-08,"Up"
"LOC105389938",72.2031756035006,1.61559934506862,0.378204296590931,4.27176359346353,1.93933111219098e-05,0.000233456810321436,"Up"
"LOC105384151",1763.30647207784,1.67309472358244,0.23982601387815,6.97628541844717,3.03086682675281e-12,2.75152515170113e-10,"Up"
"LOC105391380",32270.4592523428,1.83224430983935,0.284673824782634,6.4362935764761,1.22426137120921e-10,7.45700740335253e-09,"Up"
"LOC105391568",1400.31810113539,1.23298764478702,0.139069528579034,8.86597989786311,7.58341569045465e-19,2.4565096326375e-16,"Up"
"LOC105382262",197.166536027606,1.06217208933562,0.266798439098781,3.98117804933019,6.85745569159528e-05,0.000675928879476539,"Up"
"LOC105395163",503.532970743662,2.12210415124915,0.289949746733037,7.31886878729719,2.50069959592682e-13,2.83839148562743e-11,"Up"
"LOC119693861",462.719290881712,1.94975257557675,0.188269524116072,10.3561773193557,3.92329726031802e-25,5.08352325921025e-22,"Up"
"LOC105390057",9395.97777219391,1.02051823116311,0.157097897195994,6.49606550678342,8.24477685790989e-11,5.22279131359065e-09,"Up"
"LOC125488433",883.119949546417,1.36884314571292,0.214639771439868,6.37739751831783,1.8012250067323e-10,1.03103855505845e-08,"Up"
"LOC105393550",12098.3791881879,4.77142146673293,0.424980313743641,11.2273940990386,2.99172140277896e-29,7.10683419230141e-26,"Up"
"LOC119693811",130.655026124343,-1.2187259358408,0.400096316200007,-3.04608137214531,0.00231845080679976,0.0118525004839962,"Down"
"LOC119693831",645.3867467215,1.13623253129759,0.25678387124248,4.42485941893387,9.65051068805953e-06,0.00013037794202551,"Up"
"LOC105386494",1846.09191564162,2.52945964674401,0.29393033949387,8.60564326601869,7.58899458527916e-18,1.931534639714e-15,"Up"
"LOC105386467",1034.44697753559,4.54567388079149,0.443054601457416,10.259850288968,1.06872300855819e-24,1.08803636007e-21,"Up"
"LOC105386407",687.645116299134,1.09750653026016,0.170390832342427,6.4411125597095,1.18600871190216e-10,7.25501380718522e-09,"Up"
"LOC105386376",1653.72070985499,1.97756150608411,0.15332654381601,12.897711360775,4.63663789208416e-38,1.65214999689689e-34,"Up"
"LOC119692443",245.122093118146,-1.74340879824499,0.323283229896133,-5.39282164065586,6.93597920155799e-08,1.8723202946933e-06,"Down"
"LOC105381763",16209.246150583,1.61655782451594,0.188055834141629,8.59615885832332,8.24286777792672e-18,2.02561369722051e-15,"Up"
"LOC105398484",698.594913367391,1.03265419813015,0.19515633984144,5.29142019659297,1.21370149134072e-07,3.00327905487488e-06,"Up"
"LOC119691473",383.553098088502,2.28177583894197,0.412939181126836,5.52569468635894,3.28184422240481e-08,9.62471722262052e-07,"Up"
"LOC105390290",2044.52388288271,1.09515361631397,0.153769724285144,7.12203667792997,1.06343746169779e-12,1.05994224766284e-10,"Up"
"LOC105390280",890.079340910716,1.46239158391929,0.231607325933039,6.31409899504685,2.71739958162905e-10,1.48395004739306e-08,"Up"
"LOC105395772",4095.69296303694,1.65905883101553,0.192053967164475,8.63850330982599,5.69542089517953e-18,1.53163837771686e-15,"Up"
"LOC105395794",407.213943345644,2.00365172492289,0.29851543691759,6.71205397487043,1.91903677687266e-11,1.43204351731759e-09,"Up"
"LOC105395554",3314.80086427001,1.30869556614355,0.214689618152717,6.09575617770501,1.08921326112076e-09,4.91283437049184e-08,"Up"
"LOC105383139",2452.54041507928,3.3538883757465,0.381089820401161,8.80078185299195,1.35866228106242e-18,4.03437781082974e-16,"Up"
"LOC105389265",269.41690442584,2.45731836380728,0.293276318906234,8.37885026984716,5.34472145681249e-17,1.20917960196743e-14,"Up"
"LOC105391891",5134.47738025344,1.89929886008286,0.207124043604411,9.16986182304528,4.73625745897273e-20,1.87516326563162e-17,"Up"
"LOC105388970",257.184802244158,-1.0770072824345,0.251232960261135,-4.28688688504502,1.81194498028461e-05,0.00022167941462658,"Down"
"LOC105390410",1425.78541529322,1.45630684471212,0.228815248882856,6.36455328839422,1.95858916148454e-10,1.1077687031206e-08,"Up"
"LOC125489805",833.202319632297,2.19490065716941,0.290249409743989,7.56211927908966,3.96554473225859e-14,5.28232795036278e-12,"Up"
"LOC105383183",338.234200824372,1.20711215030478,0.269101185992931,4.48571843282954,7.26686552166007e-06,0.000102230686789871,"Up"
"LOC125489782",33.9993740455053,-2.06223902440709,0.534427450434349,-3.85878199694089,0.00011395352859503,0.00103188033231573,"Down"
"LOC105380836",327.767837177217,1.16455201622753,0.205474811055019,5.66761448884214,1.44799300649762e-08,5.00928260233267e-07,"Up"
"LOC125489907",29.6123013517074,-2.32893778249539,0.618961441201176,-3.76265406448548,0.000168119676778694,0.00143057298694133,"Down"
"LOC105384357",616.086873630113,-1.34275131512147,0.174835806833206,-7.68007045834989,1.59001113295246e-14,2.38551880820752e-12,"Down"
